LSOA code,local authority code,local authority name,All households ,Detached,Semi-detached,Terraced,Purpose built flat,Flat in a converted/ shared house (includes all households in shared dwellings),Flat in a commercial building,Caravan / other mobile or temporary structure
E01001556,E09000010,Enfield,543,27,114,356,40,4,0,2
E01001557,E09000010,Enfield,546,44,135,327,21,19,0,0
E01001558,E09000010,Enfield,558,41,43,182,244,22,25,1
E01001559,E09000010,Enfield,743,48,101,335,221,29,8,1
E01001560,E09000010,Enfield,516,23,168,244,63,11,6,1
E01001562,E09000010,Enfield,711,23,69,103,488,28,0,0
E01001563,E09000010,Enfield,669,23,77,203,138,216,12,0
E01001564,E09000010,Enfield,646,26,236,128,34,217,5,0
E01001565,E09000010,Enfield,709,32,101,192,167,216,0,1
E01001566,E09000010,Enfield,626,16,237,48,59,262,4,0
E01001567,E09000010,Enfield,632,124,305,83,86,26,8,0
E01001568,E09000010,Enfield,538,175,341,12,4,4,2,0
E01001569,E09000010,Enfield,778,51,208,110,213,115,81,0
E01001570,E09000010,Enfield,751,16,161,300,233,34,7,0
E01032574,E09000010,Enfield,695,54,84,379,115,62,1,0
E01033146,E09000010,Enfield,593,37,113,182,250,11,0,0
E01033148,E09000010,Enfield,661,104,131,230,190,5,0,1
E01033150,E09000010,Enfield,702,30,39,120,496,16,0,1
E01033151,E09000010,Enfield,541,17,45,97,362,13,6,1
E01033926,E09000010,Enfield,1175,41,73,239,763,45,14,0
E01033927,E09000010,Enfield,591,10,32,53,394,22,80,0
E01033928,E09000010,Enfield,550,17,62,36,405,8,22,0
E01001571,E09000011,Greenwich,615,13,44,481,60,14,3,0
E01001572,E09000011,Greenwich,628,30,76,450,53,19,0,0
E01001573,E09000011,Greenwich,513,20,65,364,52,11,0,1
E01001574,E09000011,Greenwich,768,12,64,109,577,6,0,0
E01001575,E09000011,Greenwich,599,21,53,286,221,9,1,8
E01001576,E09000011,Greenwich,658,21,46,247,334,5,3,2
E01001577,E09000011,Greenwich,737,25,64,327,304,6,1,10
E01001578,E09000011,Greenwich,809,23,82,376,286,32,8,2
E01001579,E09000011,Greenwich,637,17,132,250,233,4,0,1
E01001580,E09000011,Greenwich,833,73,73,39,239,386,23,0
E01001581,E09000011,Greenwich,838,23,107,91,295,313,9,0
E01001582,E09000011,Greenwich,641,56,184,93,243,62,3,0
E01001583,E09000011,Greenwich,818,94,70,53,220,381,0,0
E01001584,E09000011,Greenwich,713,82,66,151,135,267,12,0
E01001585,E09000011,Greenwich,628,24,132,204,91,172,5,0
E01001586,E09000011,Greenwich,683,74,63,73,380,93,0,0
E01001587,E09000011,Greenwich,921,55,133,96,473,163,1,0
E01001588,E09000011,Greenwich,659,27,253,110,227,40,2,0
E01001589,E09000011,Greenwich,616,26,201,166,118,98,7,0
E01001590,E09000011,Greenwich,701,14,119,292,102,168,6,0
E01001591,E09000011,Greenwich,839,23,87,125,479,103,21,1
E01001592,E09000011,Greenwich,740,19,66,414,155,85,1,0
E01001593,E09000011,Greenwich,728,16,66,492,91,60,3,0
E01001594,E09000011,Greenwich,763,12,62,105,491,86,6,1
E01001595,E09000011,Greenwich,693,32,174,119,363,4,1,0
E01001596,E09000011,Greenwich,597,47,483,29,29,9,0,0
E01001597,E09000011,Greenwich,607,40,372,30,103,44,18,0
E01001598,E09000011,Greenwich,606,66,446,29,51,14,0,0
E01001599,E09000011,Greenwich,615,43,438,61,63,7,3,0
E01001600,E09000011,Greenwich,663,27,266,96,201,61,11,1
E01001601,E09000011,Greenwich,601,37,380,84,65,32,3,0
E01001602,E09000011,Greenwich,718,10,310,262,121,14,1,0
E01001603,E09000011,Greenwich,768,7,176,162,387,26,10,0
E01001604,E09000011,Greenwich,568,20,199,238,50,25,36,0
E01001605,E09000011,Greenwich,571,7,473,88,3,0,0,0
E01001606,E09000011,Greenwich,618,5,151,419,31,8,4,0
E01001607,E09000011,Greenwich,604,20,100,386,60,33,5,0
E01001608,E09000011,Greenwich,592,85,190,155,126,29,7,0
E01001609,E09000011,Greenwich,738,14,183,192,304,20,25,0
E01001610,E09000011,Greenwich,707,6,224,374,73,21,9,0
E01001611,E09000011,Greenwich,741,18,244,292,165,16,6,0
E01001613,E09000011,Greenwich,775,42,85,131,454,60,3,0
E01001614,E09000011,Greenwich,530,125,377,8,17,3,0,0
E01001615,E09000011,Greenwich,756,100,28,88,441,63,36,0
E01001617,E09000011,Greenwich,738,27,296,181,186,34,14,0
E01001618,E09000011,Greenwich,648,37,307,155,140,8,1,0
E01001619,E09000011,Greenwich,818,23,187,334,202,59,13,0
E01001620,E09000011,Greenwich,505,13,345,123,13,6,5,0
E01001621,E09000011,Greenwich,611,12,309,63,194,33,0,0
E01001623,E09000011,Greenwich,664,21,238,322,82,0,1,0
E01001624,E09000011,Greenwich,631,16,226,351,36,2,0,0
E01001625,E09000011,Greenwich,587,21,309,231,20,6,0,0
E01001629,E09000011,Greenwich,852,33,49,234,518,18,0,0
E01001631,E09000011,Greenwich,793,8,40,77,631,28,9,0
E01001632,E09000011,Greenwich,635,31,70,374,44,105,10,1
E01001633,E09000011,Greenwich,652,17,53,221,297,63,1,0
E01001634,E09000011,Greenwich,667,14,55,148,444,5,1,0
E01001635,E09000011,Greenwich,618,27,62,451,54,23,0,1
E01001636,E09000011,Greenwich,593,22,48,315,89,115,4,0
E01001637,E09000011,Greenwich,706,26,65,309,195,102,6,3
E01001638,E09000011,Greenwich,806,5,14,108,647,29,3,0
E01001641,E09000011,Greenwich,779,16,53,281,296,80,53,0
E01001642,E09000011,Greenwich,791,53,82,377,178,98,3,0
E01001644,E09000011,Greenwich,1022,34,109,192,435,216,35,1
E01001645,E09000011,Greenwich,582,19,235,237,77,8,6,0
E01001646,E09000011,Greenwich,1179,23,98,274,765,17,2,0
E01001647,E09000011,Greenwich,573,41,372,123,16,20,1,0
E01001648,E09000011,Greenwich,861,54,294,152,270,91,0,0
E01001649,E09000011,Greenwich,569,26,212,281,46,4,0,0
E01001650,E09000011,Greenwich,615,18,217,340,37,3,0,0
E01001651,E09000011,Greenwich,761,24,146,202,380,8,1,0
E01001652,E09000011,Greenwich,681,33,247,94,158,134,15,0
E01001653,E09000011,Greenwich,610,9,69,156,277,97,2,0
E01001654,E09000011,Greenwich,603,55,144,198,157,49,0,0
E01001655,E09000011,Greenwich,637,7,70,161,316,78,5,0
E01001656,E09000011,Greenwich,582,48,61,234,217,22,0,0
E01001657,E09000011,Greenwich,686,157,97,102,270,48,12,0
E01001658,E09000011,Greenwich,723,27,101,151,403,41,0,0
E01001659,E09000011,Greenwich,529,99,299,45,81,3,2,0
E01001660,E09000011,Greenwich,586,33,238,202,84,24,4,1
E01001661,E09000011,Greenwich,588,39,209,245,68,27,0,0
E01001664,E09000011,Greenwich,854,9,43,376,266,119,40,1
E01001665,E09000011,Greenwich,788,19,82,365,188,97,37,0
E01001666,E09000011,Greenwich,647,22,45,347,137,89,7,0
E01001669,E09000011,Greenwich,689,27,100,353,192,10,7,0
E01001671,E09000011,Greenwich,675,32,49,413,168,10,3,0
E01001672,E09000011,Greenwich,630,54,67,412,58,39,0,0
E01001673,E09000011,Greenwich,685,40,62,249,249,63,22,0
E01001674,E09000011,Greenwich,671,53,227,300,56,32,3,0
E01001675,E09000011,Greenwich,629,39,80,389,81,17,23,0
E01001676,E09000011,Greenwich,646,16,58,229,280,48,15,0
E01001677,E09000011,Greenwich,668,39,101,366,96,59,7,0
E01001678,E09000011,Greenwich,628,16,342,213,35,19,3,0
E01001679,E09000011,Greenwich,520,25,72,373,40,8,2,0
E01001680,E09000011,Greenwich,618,104,365,50,78,19,2,0
E01001681,E09000011,Greenwich,375,13,33,242,45,42,0,0
E01001682,E09000011,Greenwich,565,45,110,277,113,16,4,0
E01001683,E09000011,Greenwich,678,13,60,405,108,86,6,0
E01001684,E09000011,Greenwich,561,20,235,222,71,12,1,0
E01001685,E09000011,Greenwich,610,16,155,367,62,8,2,0
E01001686,E09000011,Greenwich,767,36,102,148,281,198,2,0
E01001687,E09000011,Greenwich,511,15,64,254,174,4,0,0
E01001688,E09000011,Greenwich,937,73,135,348,363,17,1,0
E01001690,E09000011,Greenwich,845,14,66,232,473,60,0,0
E01001692,E09000011,Greenwich,522,17,26,125,340,13,1,0
E01001693,E09000011,Greenwich,610,10,23,110,453,14,0,0
E01001694,E09000011,Greenwich,598,46,106,272,156,17,0,1
E01001695,E09000011,Greenwich,654,26,46,158,364,56,3,1
E01001696,E09000011,Greenwich,506,11,15,49,390,26,15,0
E01001697,E09000011,Greenwich,770,31,75,285,223,148,8,0
E01001698,E09000011,Greenwich,682,20,56,130,332,138,6,0
E01001699,E09000011,Greenwich,602,19,45,88,391,59,0,0
E01001700,E09000011,Greenwich,703,26,48,216,289,113,9,2
E01001701,E09000011,Greenwich,598,20,66,203,274,35,0,0
E01001702,E09000011,Greenwich,475,24,78,258,106,7,2,0
E01001703,E09000011,Greenwich,753,3,15,34,639,54,8,0
E01001704,E09000011,Greenwich,615,31,53,333,50,141,7,0
E01001705,E09000011,Greenwich,760,24,60,192,452,26,3,3
E01001708,E09000011,Greenwich,640,16,84,295,170,74,1,0
E01001710,E09000011,Greenwich,685,4,23,57,577,22,2,0
E01001712,E09000011,Greenwich,935,7,33,93,778,17,7,0
E01032567,E09000011,Greenwich,589,24,159,333,46,21,6,0
E01033727,E09000011,Greenwich,802,13,43,127,574,39,6,0
E01033728,E09000011,Greenwich,641,0,6,58,556,18,3,0
E01033729,E09000011,Greenwich,802,12,190,114,469,6,11,0
E01033732,E09000011,Greenwich,472,3,9,51,404,4,1,0
E01033734,E09000011,Greenwich,579,9,23,92,423,31,1,0
E01033735,E09000011,Greenwich,555,0,6,10,494,29,16,0
E01033736,E09000011,Greenwich,608,1,4,6,535,61,1,0
E01033737,E09000011,Greenwich,602,5,39,106,403,21,28,0
E01033738,E09000011,Greenwich,429,11,37,250,52,74,5,0
E01033739,E09000011,Greenwich,571,9,24,56,473,8,1,0
E01033740,E09000011,Greenwich,550,38,100,229,183,0,0,0
E01033741,E09000011,Greenwich,559,65,133,206,144,7,4,0
E01033742,E09000011,Greenwich,581,12,55,70,438,6,0,0
E01033743,E09000011,Greenwich,663,62,167,237,185,11,1,0
E01033744,E09000011,Greenwich,646,41,107,235,259,4,0,0
E01033745,E09000011,Greenwich,591,44,175,295,74,2,1,0
E01033746,E09000011,Greenwich,715,14,41,339,202,112,7,0
E01034173,E09000011,Greenwich,1115,34,57,183,779,60,1,1
E01034174,E09000011,Greenwich,144,5,56,24,54,0,5,0
E01034175,E09000011,Greenwich,129,6,15,37,71,0,0,0
E01034176,E09000011,Greenwich,545,24,179,321,17,3,1,0
E01034177,E09000011,Greenwich,0,0,0,0,0,0,0,0
E01034178,E09000011,Greenwich,0,0,0,0,0,0,0,0
E01034179,E09000011,Greenwich,315,2,3,11,277,6,16,0
E01034180,E09000011,Greenwich,566,4,5,15,526,14,1,1
E01034181,E09000011,Greenwich,321,0,0,4,297,17,3,0
E01034182,E09000011,Greenwich,332,3,1,20,283,19,6,0
E01034183,E09000011,Greenwich,252,4,19,165,36,27,1,0
E01034184,E09000011,Greenwich,120,3,6,68,35,7,1,0
E01034185,E09000011,Greenwich,343,3,26,236,29,23,26,0
E01034186,E09000011,Greenwich,142,0,0,9,132,0,1,0
E01034187,E09000011,Greenwich,417,3,2,7,384,10,11,0
E01034188,E09000011,Greenwich,0,0,0,0,0,0,0,0
E01034189,E09000011,Greenwich,0,0,0,0,0,0,0,0
E01034190,E09000011,Greenwich,707,11,44,228,398,24,1,1
E01034191,E09000011,Greenwich,159,4,2,18,134,1,0,0
E01034192,E09000011,Greenwich,890,16,52,398,365,52,7,0
E01034193,E09000011,Greenwich,0,0,0,0,0,0,0,0
E01034194,E09000011,Greenwich,179,0,4,2,170,3,0,0
E01034195,E09000011,Greenwich,0,0,0,0,0,0,0,0
E01034196,E09000011,Greenwich,369,1,3,8,355,2,0,0
E01034198,E09000011,Greenwich,1106,17,58,249,705,71,5,1
E01001714,E09000012,Hackney,632,3,22,26,504,75,2,0
E01001715,E09000012,Hackney,673,9,15,26,151,470,2,0
E01001716,E09000012,Hackney,633,4,16,17,393,199,4,0
E01001717,E09000012,Hackney,427,21,47,162,189,7,1,0
E01001718,E09000012,Hackney,824,8,58,62,114,548,34,0
E01001719,E09000012,Hackney,484,6,5,6,431,32,4,0
E01001720,E09000012,Hackney,785,5,33,66,119,540,21,1
E01001722,E09000012,Hackney,860,11,26,91,579,138,15,0
E01001723,E09000012,Hackney,671,9,27,151,170,307,7,0
E01001724,E09000012,Hackney,980,18,28,106,574,193,61,0
E01001725,E09000012,Hackney,573,19,41,158,229,122,4,0
E01001726,E09000012,Hackney,464,6,10,41,375,32,0,0
E01001727,E09000012,Hackney,573,22,46,155,74,272,4,0
E01001728,E09000012,Hackney,627,6,35,39,475,72,0,0
E01001729,E09000012,Hackney,863,7,6,19,769,58,4,0
E01001730,E09000012,Hackney,801,3,10,24,708,34,22,0
E01001731,E09000012,Hackney,1033,16,21,113,667,177,39,0
E01001732,E09000012,Hackney,696,5,8,28,612,36,7,0
E01001733,E09000012,Hackney,701,24,51,268,179,143,36,0
E01001734,E09000012,Hackney,849,16,19,107,344,299,64,0
E01001735,E09000012,Hackney,661,15,38,232,331,39,6,0
E01001736,E09000012,Hackney,707,15,27,184,191,283,7,0
E01001737,E09000012,Hackney,754,6,11,157,330,230,19,1
E01001738,E09000012,Hackney,785,10,12,158,345,218,40,2
E01001739,E09000012,Hackney,898,11,22,276,280,291,18,0
E01001740,E09000012,Hackney,624,11,26,54,504,24,4,1
E01001741,E09000012,Hackney,599,8,27,300,133,100,31,0
E01001742,E09000012,Hackney,789,12,22,83,547,121,4,0
E01001744,E09000012,Hackney,786,33,66,171,358,146,12,0
E01001745,E09000012,Hackney,958,18,36,103,583,177,38,3
E01001746,E09000012,Hackney,632,4,4,39,553,29,3,0
E01001747,E09000012,Hackney,943,15,29,187,506,173,33,0
E01001749,E09000012,Hackney,743,14,60,160,225,280,4,0
E01001750,E09000012,Hackney,782,16,49,91,487,126,12,1
E01001751,E09000012,Hackney,676,8,134,235,90,201,8,0
E01001753,E09000012,Hackney,687,4,14,20,601,46,1,1
E01001755,E09000012,Hackney,724,11,12,44,610,29,18,0
E01001756,E09000012,Hackney,987,12,96,218,392,233,35,1
E01001757,E09000012,Hackney,654,3,9,11,613,18,0,0
E01001758,E09000012,Hackney,884,14,17,38,719,83,13,0
E01001759,E09000012,Hackney,750,20,40,180,226,271,13,0
E01001760,E09000012,Hackney,765,16,35,125,335,174,79,1
E01001761,E09000012,Hackney,869,18,25,120,501,191,13,1
E01001762,E09000012,Hackney,820,8,33,66,387,308,17,1
E01001763,E09000012,Hackney,742,10,45,101,302,271,13,0
E01001764,E09000012,Hackney,696,19,17,97,321,237,4,1
E01001765,E09000012,Hackney,722,17,27,93,541,31,8,5
E01001767,E09000012,Hackney,628,12,23,139,233,214,6,1
E01001768,E09000012,Hackney,719,12,23,190,152,335,7,0
E01001769,E09000012,Hackney,662,10,19,132,111,388,2,0
E01001770,E09000012,Hackney,784,9,16,55,515,180,8,1
E01001772,E09000012,Hackney,459,6,13,24,396,16,4,0
E01001773,E09000012,Hackney,860,15,25,81,692,20,27,0
E01001774,E09000012,Hackney,875,6,8,35,690,114,20,2
E01001775,E09000012,Hackney,759,6,9,30,682,27,5,0
E01001776,E09000012,Hackney,634,12,11,48,523,26,14,0
E01001777,E09000012,Hackney,1043,6,3,23,907,54,50,0
E01001780,E09000012,Hackney,916,3,4,25,821,47,15,1
E01001781,E09000012,Hackney,731,4,5,6,685,23,8,0
E01001783,E09000012,Hackney,863,1,1,8,826,22,5,0
E01001784,E09000012,Hackney,797,4,3,11,737,24,18,0
E01001785,E09000012,Hackney,569,27,43,291,116,84,8,0
E01001786,E09000012,Hackney,717,14,7,49,592,46,6,3
E01001787,E09000012,Hackney,628,32,38,107,429,20,1,1
E01001788,E09000012,Hackney,670,26,30,100,501,8,5,0
E01001789,E09000012,Hackney,646,23,65,305,111,141,1,0
E01001790,E09000012,Hackney,492,13,20,37,402,18,2,0
E01001791,E09000012,Hackney,500,27,37,223,174,35,4,0
E01001792,E09000012,Hackney,620,28,46,291,133,119,3,0
E01001793,E09000012,Hackney,656,17,35,242,149,211,2,0
E01001794,E09000012,Hackney,656,27,47,273,116,190,3,0
E01001795,E09000012,Hackney,571,14,30,191,108,205,23,0
E01001796,E09000012,Hackney,737,21,37,162,210,275,30,2
E01001798,E09000012,Hackney,694,22,38,139,371,85,39,0
E01001799,E09000012,Hackney,364,14,25,78,90,152,5,0
E01001800,E09000012,Hackney,764,5,23,54,638,44,0,0
E01001801,E09000012,Hackney,588,11,38,122,334,81,0,2
E01001802,E09000012,Hackney,471,6,38,46,279,102,0,0
E01001803,E09000012,Hackney,719,15,46,109,307,242,0,0
E01001804,E09000012,Hackney,464,9,84,53,225,93,0,0
E01001805,E09000012,Hackney,510,5,24,129,151,182,19,0
E01001806,E09000012,Hackney,714,7,32,138,454,70,13,0
E01001807,E09000012,Hackney,693,24,24,84,296,262,3,0
E01001808,E09000012,Hackney,558,15,43,94,206,152,47,1
E01001809,E09000012,Hackney,610,28,44,140,214,182,2,0
E01001811,E09000012,Hackney,646,5,12,15,575,39,0,0
E01001812,E09000012,Hackney,614,11,34,75,290,200,4,0
E01001813,E09000012,Hackney,525,4,13,5,422,73,7,1
E01001814,E09000012,Hackney,559,21,32,157,250,85,14,0
E01001815,E09000012,Hackney,692,24,76,112,404,73,2,1
E01001816,E09000012,Hackney,640,7,71,189,274,93,6,0
E01001819,E09000012,Hackney,684,21,118,150,218,176,1,0
E01001820,E09000012,Hackney,599,22,69,116,350,41,0,1
E01001821,E09000012,Hackney,644,9,22,56,538,19,0,0
E01001822,E09000012,Hackney,706,10,19,62,496,116,3,0
E01001823,E09000012,Hackney,538,16,57,168,249,47,0,1
E01001824,E09000012,Hackney,539,12,39,37,368,83,0,0
E01001825,E09000012,Hackney,428,19,43,175,114,76,1,0
E01001826,E09000012,Hackney,585,14,43,97,328,98,5,0
E01001827,E09000012,Hackney,716,21,52,72,376,179,15,1
E01001828,E09000012,Hackney,831,3,26,57,672,73,0,0
E01001829,E09000012,Hackney,696,12,33,372,116,121,42,0
E01001830,E09000012,Hackney,932,14,28,107,677,58,48,0
E01001831,E09000012,Hackney,745,17,22,177,290,132,106,1
E01001832,E09000012,Hackney,642,17,17,210,117,242,39,0
E01001833,E09000012,Hackney,931,25,36,179,314,358,19,0
E01001834,E09000012,Hackney,862,13,24,151,350,288,35,1
E01001835,E09000012,Hackney,483,12,25,229,87,127,3,0
E01001836,E09000012,Hackney,857,20,41,172,349,234,41,0
E01001837,E09000012,Hackney,665,10,29,154,326,144,2,0
E01001838,E09000012,Hackney,705,6,8,19,644,24,4,0
E01001839,E09000012,Hackney,941,6,13,60,721,106,35,0
E01001840,E09000012,Hackney,715,25,44,97,480,65,4,0
E01001841,E09000012,Hackney,626,13,32,190,247,142,2,0
E01001842,E09000012,Hackney,631,9,15,87,417,100,3,0
E01001843,E09000012,Hackney,502,25,81,196,143,56,1,0
E01001844,E09000012,Hackney,812,34,48,250,194,265,21,0
E01001845,E09000012,Hackney,680,15,28,163,361,109,4,0
E01001846,E09000012,Hackney,535,19,83,143,282,6,0,2
E01001847,E09000012,Hackney,467,17,29,84,233,100,4,0
E01001848,E09000012,Hackney,655,20,44,198,297,85,7,4
E01001849,E09000012,Hackney,977,23,56,171,620,73,32,2
E01001850,E09000012,Hackney,676,5,4,9,630,25,3,0
E01033699,E09000012,Hackney,585,6,13,76,224,191,74,1
E01033700,E09000012,Hackney,697,7,29,68,471,92,30,0
E01033702,E09000012,Hackney,480,2,12,43,395,17,11,0
E01033703,E09000012,Hackney,625,21,31,45,344,163,21,0
E01033704,E09000012,Hackney,763,2,16,55,538,103,48,1
E01033705,E09000012,Hackney,576,17,21,68,443,24,2,1
E01033706,E09000012,Hackney,764,3,5,17,600,58,81,0
E01033708,E09000012,Hackney,862,4,6,22,484,171,175,0
E01033709,E09000012,Hackney,789,2,3,2,686,82,14,0
E01033710,E09000012,Hackney,532,9,6,10,492,13,2,0
E01033711,E09000012,Hackney,501,2,2,13,398,63,22,1
E01033712,E09000012,Hackney,661,8,14,95,427,66,50,1
E01033713,E09000012,Hackney,601,16,28,64,178,295,19,1
E01035638,E09000012,Hackney,435,2,10,9,384,26,4,0
E01035639,E09000012,Hackney,325,2,7,8,270,36,2,0
E01035640,E09000012,Hackney,743,9,21,123,186,392,12,0
E01035641,E09000012,Hackney,347,5,6,28,239,55,14,0
E01035642,E09000012,Hackney,505,2,3,5,461,17,10,7
E01035643,E09000012,Hackney,677,2,17,42,572,41,3,0
E01035644,E09000012,Hackney,383,1,3,2,369,7,1,0
E01035645,E09000012,Hackney,630,2,17,20,560,17,14,0
E01035646,E09000012,Hackney,666,12,17,80,499,50,4,4
E01035647,E09000012,Hackney,387,0,1,0,339,23,13,11
E01035648,E09000012,Hackney,786,7,6,36,692,43,2,0
E01035649,E09000012,Hackney,335,1,2,4,279,30,19,0
E01035650,E09000012,Hackney,1227,34,59,161,801,129,42,1
E01001851,E09000013,Hammersmith and Fulham,696,11,21,255,127,264,18,0
E01001852,E09000013,Hammersmith and Fulham,956,8,13,60,198,666,11,0
E01001853,E09000013,Hammersmith and Fulham,695,11,25,149,160,347,3,0
E01001854,E09000013,Hammersmith and Fulham,887,5,16,73,402,379,11,1
E01001855,E09000013,Hammersmith and Fulham,894,1,12,117,174,586,4,0
E01001856,E09000013,Hammersmith and Fulham,572,5,15,81,207,247,17,0
E01001857,E09000013,Hammersmith and Fulham,733,2,3,18,588,109,13,0
E01001858,E09000013,Hammersmith and Fulham,732,16,34,99,355,203,25,0
E01001859,E09000013,Hammersmith and Fulham,1140,11,23,50,939,116,1,0
E01001860,E09000013,Hammersmith and Fulham,795,7,25,77,421,198,66,1
E01001861,E09000013,Hammersmith and Fulham,654,6,34,112,241,259,2,0
E01001862,E09000013,Hammersmith and Fulham,830,13,30,52,222,511,2,0
E01001863,E09000013,Hammersmith and Fulham,671,10,50,167,110,333,1,0
E01001864,E09000013,Hammersmith and Fulham,761,17,32,181,193,331,7,0
E01001865,E09000013,Hammersmith and Fulham,651,12,33,281,129,196,0,0
E01001866,E09000013,Hammersmith and Fulham,704,6,7,40,525,98,27,1
E01001867,E09000013,Hammersmith and Fulham,612,2,3,40,543,20,4,0
E01001868,E09000013,Hammersmith and Fulham,603,1,6,15,442,136,3,0
E01001869,E09000013,Hammersmith and Fulham,732,5,45,194,229,244,15,0
E01001870,E09000013,Hammersmith and Fulham,1009,2,5,56,436,500,10,0
E01001871,E09000013,Hammersmith and Fulham,769,3,9,26,594,135,2,0
E01001872,E09000013,Hammersmith and Fulham,759,1,9,62,197,489,1,0
E01001873,E09000013,Hammersmith and Fulham,689,3,10,107,293,260,16,0
E01001875,E09000013,Hammersmith and Fulham,666,45,168,354,56,24,19,0
E01001876,E09000013,Hammersmith and Fulham,834,28,74,175,509,46,2,0
E01001877,E09000013,Hammersmith and Fulham,603,21,40,166,219,140,16,1
E01001878,E09000013,Hammersmith and Fulham,605,42,143,377,35,8,0,0
E01001879,E09000013,Hammersmith and Fulham,633,14,24,272,162,147,14,0
E01001880,E09000013,Hammersmith and Fulham,757,2,9,58,614,64,9,1
E01001881,E09000013,Hammersmith and Fulham,681,15,48,230,119,244,25,0
E01001882,E09000013,Hammersmith and Fulham,702,12,31,247,109,289,14,0
E01001883,E09000013,Hammersmith and Fulham,734,7,22,101,267,327,10,0
E01001884,E09000013,Hammersmith and Fulham,931,7,16,109,522,233,44,0
E01001885,E09000013,Hammersmith and Fulham,538,3,6,26,486,12,5,0
E01001886,E09000013,Hammersmith and Fulham,628,22,25,207,287,69,18,0
E01001887,E09000013,Hammersmith and Fulham,658,15,26,149,357,109,2,0
E01001888,E09000013,Hammersmith and Fulham,644,7,20,359,108,142,8,0
E01001889,E09000013,Hammersmith and Fulham,593,9,34,256,61,231,2,0
E01001890,E09000013,Hammersmith and Fulham,950,4,15,165,456,294,16,0
E01001891,E09000013,Hammersmith and Fulham,863,6,24,242,271,241,79,0
E01001892,E09000013,Hammersmith and Fulham,605,7,6,120,367,103,2,0
E01001893,E09000013,Hammersmith and Fulham,504,3,8,25,442,24,2,0
E01001894,E09000013,Hammersmith and Fulham,602,3,27,48,354,109,51,10
E01001895,E09000013,Hammersmith and Fulham,674,12,30,197,91,330,14,0
E01001896,E09000013,Hammersmith and Fulham,669,4,13,90,236,318,8,0
E01001897,E09000013,Hammersmith and Fulham,619,10,28,220,51,306,4,0
E01001898,E09000013,Hammersmith and Fulham,736,8,29,123,151,396,29,0
E01001899,E09000013,Hammersmith and Fulham,691,4,20,94,475,91,7,0
E01001900,E09000013,Hammersmith and Fulham,723,9,42,159,376,116,21,0
E01001901,E09000013,Hammersmith and Fulham,695,11,22,358,66,234,4,0
