local authority code,local authority name,LSOA code,All usual residents aged 16-74 ,Economically active: Employee: Full-time,Economically active: Employee: Part-time,Economically active: Full-time student,Economically active: Self-employed with employees: Full-time,Economically active: Self-employed with employees: Part-time,Economically active: Self-employed without employees: Full-time,Economically active: Self-employed without employees: Part-time,Economically active: Unemployed,Economically inactive: Long-term sick or disabled,Economically inactive: Looking after home or family,Economically inactive: Other,Economically inactive: Retired,Economically inactive:  Full-time students,,
E09000020,Kensington and Chelsea,E01002827,1462,687,75,17,84,8,124,74,37,11,105,57,76,107,,
E09000020,Kensington and Chelsea,E01002828,1063,475,42,8,45,9,109,53,25,44,64,38,83,68,,
E09000020,Kensington and Chelsea,E01002829,1513,581,125,35,45,8,145,84,98,78,59,52,106,97,,
E09000020,Kensington and Chelsea,E01002830,1444,560,111,46,38,14,105,64,116,78,63,49,132,68,,
E09000020,Kensington and Chelsea,E01002831,1599,621,132,39,60,15,125,59,108,99,74,67,119,81,,
E09000020,Kensington and Chelsea,E01002832,1113,449,98,21,36,3,88,52,64,64,39,36,81,82,,
E09000020,Kensington and Chelsea,E01002833,1206,562,51,17,49,6,128,71,52,28,49,53,81,59,,
E09000020,Kensington and Chelsea,E01002834,1140,531,44,30,39,13,75,30,29,29,61,48,63,148,,
E09000020,Kensington and Chelsea,E01002835,1261,611,37,14,59,5,64,45,41,6,83,44,87,165,,
E09000020,Kensington and Chelsea,E01002836,1183,584,44,15,41,8,70,59,26,20,48,36,76,156,,
E09000020,Kensington and Chelsea,E01002837,1092,509,49,29,48,9,87,54,18,7,70,48,58,106,,
E09000020,Kensington and Chelsea,E01002839,1359,569,74,28,33,6,82,37,97,66,40,59,66,202,,
E09000020,Kensington and Chelsea,E01002840,984,274,100,26,32,7,77,34,73,68,66,38,120,69,,
E09000020,Kensington and Chelsea,E01002841,1130,477,80,24,43,3,81,62,74,66,48,47,67,58,,
E09000020,Kensington and Chelsea,E01002842,917,232,102,26,18,4,27,19,73,83,78,60,129,66,,
E09000020,Kensington and Chelsea,E01002843,954,288,114,26,16,3,45,36,57,97,59,36,117,60,,
E09000020,Kensington and Chelsea,E01002844,1103,454,53,10,63,13,86,45,35,19,76,47,125,77,,
E09000020,Kensington and Chelsea,E01002845,1088,404,76,17,37,10,72,65,40,45,67,50,122,83,,
E09000020,Kensington and Chelsea,E01002846,1155,554,82,29,14,5,77,50,64,50,41,28,66,95,,
E09000020,Kensington and Chelsea,E01002847,1392,685,82,50,51,7,106,39,54,50,44,28,63,133,,
E09000020,Kensington and Chelsea,E01002848,1348,638,101,42,25,6,63,35,61,65,51,49,88,124,,
E09000020,Kensington and Chelsea,E01002849,1259,603,69,27,34,7,93,48,51,33,53,24,85,132,,
E09000020,Kensington and Chelsea,E01002850,1238,479,68,60,28,2,59,45,47,41,54,37,66,252,,
E09000020,Kensington and Chelsea,E01002851,1395,472,112,33,27,13,85,48,101,117,43,63,160,121,,
E09000020,Kensington and Chelsea,E01002852,1600,554,182,53,32,9,53,44,137,111,120,79,117,109,,
E09000020,Kensington and Chelsea,E01002853,837,223,97,32,16,4,41,14,66,79,54,47,97,67,,
E09000020,Kensington and Chelsea,E01002854,805,220,100,36,20,1,32,20,80,62,48,37,92,57,,
E09000020,Kensington and Chelsea,E01002855,1557,500,149,48,26,6,100,55,125,146,92,73,126,111,,
E09000020,Kensington and Chelsea,E01002856,1277,502,94,48,28,8,114,56,93,87,37,58,84,68,,
E09000020,Kensington and Chelsea,E01002857,813,218,101,25,8,2,27,24,73,81,50,51,80,73,,
E09000020,Kensington and Chelsea,E01002858,1010,336,94,47,17,3,47,34,61,60,52,46,71,142,,
E09000020,Kensington and Chelsea,E01002859,1332,600,76,28,73,5,97,62,23,11,113,59,106,79,,
E09000020,Kensington and Chelsea,E01002860,1221,517,62,18,95,8,96,49,28,9,89,44,122,84,,
E09000020,Kensington and Chelsea,E01002861,1121,482,60,13,50,11,71,52,49,39,83,49,107,55,,
E09000020,Kensington and Chelsea,E01002862,1260,488,101,36,29,7,79,42,65,74,52,52,120,115,,
E09000020,Kensington and Chelsea,E01002863,1164,488,76,21,60,12,99,59,21,14,77,70,100,67,,
E09000020,Kensington and Chelsea,E01002864,1042,354,61,16,46,11,63,60,36,14,122,61,106,92,,
E09000020,Kensington and Chelsea,E01002865,1010,366,46,15,34,8,65,36,24,11,148,89,69,99,,
E09000020,Kensington and Chelsea,E01002866,1417,610,115,19,37,7,113,81,61,51,81,58,77,107,,
E09000020,Kensington and Chelsea,E01002867,1593,627,113,50,58,9,110,82,80,62,100,58,80,164,,
E09000020,Kensington and Chelsea,E01002868,1272,466,91,15,80,13,111,52,28,9,113,69,139,86,,
E09000020,Kensington and Chelsea,E01002869,1217,518,67,27,47,6,82,64,48,52,79,53,96,78,,
E09000020,Kensington and Chelsea,E01002870,1064,311,96,43,13,6,76,25,75,97,56,46,123,97,,
E09000020,Kensington and Chelsea,E01002871,1302,519,82,17,79,11,128,67,44,22,111,52,98,72,,
E09000020,Kensington and Chelsea,E01002872,1016,313,94,26,24,2,63,45,62,59,72,40,166,50,,
E09000020,Kensington and Chelsea,E01002873,1045,388,80,25,53,10,82,60,51,32,74,31,93,66,,
E09000020,Kensington and Chelsea,E01002874,1135,473,76,28,41,8,95,55,41,46,71,35,80,86,,
E09000020,Kensington and Chelsea,E01002875,1075,413,86,16,53,12,91,56,35,18,84,39,110,62,,
E09000020,Kensington and Chelsea,E01002876,1305,446,102,34,55,6,144,72,68,47,58,42,155,76,,
E09000020,Kensington and Chelsea,E01002877,1222,366,130,48,26,3,58,41,80,108,88,50,89,135,,
E09000020,Kensington and Chelsea,E01002878,1321,528,123,30,44,7,105,60,91,69,49,48,99,68,,
E09000020,Kensington and Chelsea,E01002879,1155,385,117,53,10,8,54,32,84,85,61,38,133,95,,
E09000020,Kensington and Chelsea,E01002880,1142,336,133,37,18,5,32,18,115,107,81,47,104,109,,
E09000020,Kensington and Chelsea,E01002881,1039,344,114,27,12,5,48,30,81,77,66,53,96,86,,
E09000020,Kensington and Chelsea,E01002882,1027,402,69,11,59,10,109,62,45,32,40,32,106,50,,
E09000020,Kensington and Chelsea,E01002883,1395,562,116,20,72,7,104,69,38,30,93,39,123,122,,
E09000020,Kensington and Chelsea,E01002884,1219,541,71,49,47,5,89,47,38,21,36,45,62,168,,
E09000020,Kensington and Chelsea,E01002885,1349,743,81,49,29,5,98,46,59,20,47,31,65,76,,
E09000020,Kensington and Chelsea,E01002886,1230,576,67,17,75,13,95,57,24,14,77,41,103,71,,
E09000020,Kensington and Chelsea,E01002887,1414,634,58,33,55,3,118,73,51,10,73,43,86,177,,
E09000020,Kensington and Chelsea,E01002888,1815,784,70,34,54,8,121,65,60,20,85,74,88,352,,
E09000020,Kensington and Chelsea,E01002889,1036,410,53,71,46,8,54,39,24,12,64,37,74,144,,
E09000020,Kensington and Chelsea,E01002890,1277,477,76,13,59,12,97,53,21,10,168,48,143,100,,
E09000020,Kensington and Chelsea,E01002891,1172,485,52,21,55,5,95,43,37,11,100,64,71,133,,
E09000020,Kensington and Chelsea,E01002892,1322,593,59,42,50,1,102,31,26,11,85,54,59,209,,
E09000020,Kensington and Chelsea,E01002893,1504,711,64,36,44,2,114,69,66,49,52,63,124,110,,
E09000020,Kensington and Chelsea,E01002894,1197,636,60,27,34,7,86,40,52,25,55,33,55,87,,
E09000020,Kensington and Chelsea,E01002896,1445,746,60,23,61,9,122,61,30,10,82,50,86,105,,
E09000020,Kensington and Chelsea,E01002897,1123,498,76,22,40,10,103,57,42,31,41,35,62,106,,
E09000020,Kensington and Chelsea,E01002898,1178,541,49,14,59,3,98,50,29,9,96,54,101,75,,
E09000020,Kensington and Chelsea,E01002899,1074,480,83,17,32,9,66,50,37,41,45,30,145,39,,
E09000020,Kensington and Chelsea,E01002900,1150,453,77,18,84,5,106,58,34,6,87,44,102,76,,
E09000020,Kensington and Chelsea,E01002901,776,292,59,4,35,5,57,37,12,15,55,39,132,34,,
E09000020,Kensington and Chelsea,E01002902,1413,676,82,20,48,8,102,53,61,28,76,58,109,92,,
E09000020,Kensington and Chelsea,E01002903,1177,509,56,16,79,15,86,63,16,4,126,47,115,45,,
E09000020,Kensington and Chelsea,E01002904,879,238,126,23,14,3,19,19,93,91,61,46,72,74,,
E09000020,Kensington and Chelsea,E01002905,1188,413,111,44,21,4,52,31,86,94,65,69,100,98,,
E09000020,Kensington and Chelsea,E01002906,1251,454,100,42,24,3,79,41,95,96,69,51,104,93,,
E09000020,Kensington and Chelsea,E01002907,922,201,135,24,11,5,27,25,82,93,74,49,84,112,,
E09000020,Kensington and Chelsea,E01002908,1066,399,105,42,36,2,108,61,42,47,26,41,99,58,,
E09000020,Kensington and Chelsea,E01002909,1795,755,144,30,63,10,152,93,78,110,71,50,128,111,,
E09000020,Kensington and Chelsea,E01002910,1086,438,73,13,50,14,89,45,38,28,64,49,126,59,,
E09000020,Kensington and Chelsea,E01002911,1309,586,83,14,63,7,111,66,30,13,109,71,82,74,,
E09000020,Kensington and Chelsea,E01002912,1335,656,70,21,41,7,90,64,44,38,69,50,115,70,,
E09000020,Kensington and Chelsea,E01002913,1525,647,77,39,55,12,131,59,62,53,116,66,97,111,,
E09000020,Kensington and Chelsea,E01002914,1191,560,58,20,38,13,89,53,24,6,87,51,124,68,,
E09000020,Kensington and Chelsea,E01035713,1946,936,88,30,108,10,112,90,41,15,141,96,153,126,,
E09000020,Kensington and Chelsea,E01035714,2466,850,94,89,117,18,170,72,41,17,156,82,145,615,,
E09000021,Kingston upon Thames,E01002915,991,406,126,30,33,6,78,40,33,11,32,21,125,50,,
E09000021,Kingston upon Thames,E01002916,1077,389,128,45,29,10,76,46,35,18,38,23,159,81,,
E09000021,Kingston upon Thames,E01002917,1019,414,143,23,26,1,54,31,28,13,47,13,158,68,,
E09000021,Kingston upon Thames,E01002918,1223,538,183,44,14,5,54,29,45,16,85,26,105,79,,
E09000021,Kingston upon Thames,E01002919,1256,491,164,67,24,5,74,31,56,23,72,40,127,82,,
E09000021,Kingston upon Thames,E01002920,1108,467,144,26,23,6,71,51,25,8,67,7,157,56,,
E09000021,Kingston upon Thames,E01002921,1302,655,75,70,22,3,100,36,56,37,36,25,86,101,,
E09000021,Kingston upon Thames,E01002922,1406,640,137,58,27,5,88,58,32,22,65,25,163,86,,
E09000021,Kingston upon Thames,E01002923,1191,346,91,115,18,4,50,30,53,80,39,33,176,156,,
E09000021,Kingston upon Thames,E01002924,1060,402,154,44,24,7,52,47,30,9,56,10,172,53,,
E09000021,Kingston upon Thames,E01002925,1066,591,100,44,19,4,67,42,34,19,28,15,51,52,,
E09000021,Kingston upon Thames,E01002926,1081,454,155,54,9,5,63,35,31,10,41,14,133,77,,
E09000021,Kingston upon Thames,E01002927,1137,435,148,49,19,7,65,37,41,28,50,22,137,99,,
E09000021,Kingston upon Thames,E01002928,1156,468,133,57,15,3,61,53,30,57,61,41,107,70,,
E09000021,Kingston upon Thames,E01002929,1211,505,140,34,35,4,78,41,34,19,48,19,159,95,,
E09000021,Kingston upon Thames,E01002930,1266,512,173,55,21,4,81,60,45,36,70,32,98,79,,
E09000021,Kingston upon Thames,E01002931,1316,547,163,42,23,9,87,60,37,14,85,31,117,101,,
E09000021,Kingston upon Thames,E01002932,1256,462,139,68,19,6,46,51,86,75,83,41,74,106,,
E09000021,Kingston upon Thames,E01002933,1377,556,162,59,23,4,89,53,60,57,74,23,122,95,,
E09000021,Kingston upon Thames,E01002934,1307,628,140,49,25,2,78,62,33,21,72,21,89,87,,
E09000021,Kingston upon Thames,E01002935,1450,655,157,116,28,3,78,51,38,24,51,19,62,168,,
E09000021,Kingston upon Thames,E01002937,1223,576,148,45,27,6,92,50,30,24,56,13,79,77,,
E09000021,Kingston upon Thames,E01002938,1357,607,144,34,25,7,101,77,35,25,65,34,126,77,,
E09000021,Kingston upon Thames,E01002939,1140,509,157,43,11,4,65,37,42,32,57,25,99,59,,
E09000021,Kingston upon Thames,E01002940,1104,459,188,46,19,4,42,28,44,27,53,23,128,43,,
E09000021,Kingston upon Thames,E01002941,1090,452,154,38,11,7,75,18,32,30,43,11,171,48,,
E09000021,Kingston upon Thames,E01002942,996,421,159,41,14,2,67,23,23,26,35,14,134,37,,
E09000021,Kingston upon Thames,E01002943,1036,409,137,39,12,3,70,29,39,29,59,25,127,58,,
E09000021,Kingston upon Thames,E01002944,979,462,136,27,8,5,54,27,30,18,46,17,105,44,,
E09000021,Kingston upon Thames,E01002945,1154,591,149,26,17,4,88,33,30,16,41,19,112,28,,
E09000021,Kingston upon Thames,E01002946,1144,524,154,37,18,3,68,30,41,24,33,25,153,34,,
E09000021,Kingston upon Thames,E01002947,1188,540,187,43,10,1,83,36,30,18,35,18,140,47,,
E09000021,Kingston upon Thames,E01002948,1492,672,197,47,25,4,81,37,50,55,74,28,152,70,,
E09000021,Kingston upon Thames,E01002949,1341,573,192,54,18,3,89,34,44,27,63,25,148,71,,
E09000021,Kingston upon Thames,E01002950,1148,506,150,33,15,7,72,25,50,42,61,31,118,38,,
E09000021,Kingston upon Thames,E01002951,1137,459,121,55,28,2,77,44,46,13,64,34,109,85,,
E09000021,Kingston upon Thames,E01002952,1094,331,88,31,61,12,76,50,18,23,103,22,128,151,,
E09000021,Kingston upon Thames,E01002953,947,306,92,55,66,9,63,44,19,10,69,28,88,98,,
E09000021,Kingston upon Thames,E01002954,930,432,85,45,20,3,44,31,32,20,50,17,85,66,,
E09000021,Kingston upon Thames,E01002955,1056,337,117,72,31,8,81,44,33,20,56,29,96,132,,
E09000021,Kingston upon Thames,E01002956,1219,260,99,172,38,7,52,38,14,11,83,35,118,292,,
E09000021,Kingston upon Thames,E01002957,1258,317,128,185,19,5,53,41,56,22,99,38,73,222,,
E09000021,Kingston upon Thames,E01002958,1241,570,148,41,21,1,106,57,41,28,58,19,99,52,,
E09000021,Kingston upon Thames,E01002959,1012,347,92,23,48,3,60,37,25,15,83,34,144,101,,
E09000021,Kingston upon Thames,E01002960,1159,428,139,52,27,9,70,44,24,23,67,22,118,136,,
E09000021,Kingston upon Thames,E01002961,1260,496,154,49,40,6,73,45,26,16,99,21,132,103,,
E09000021,Kingston upon Thames,E01002962,1103,374,181,52,23,4,73,33,55,35,61,31,103,78,,
E09000021,Kingston upon Thames,E01002963,1281,550,131,53,36,5,79,36,45,16,78,19,128,105,,
E09000021,Kingston upon Thames,E01002964,1794,648,116,234,13,5,70,37,51,55,64,31,119,351,,
E09000021,Kingston upon Thames,E01002965,1927,741,122,249,37,9,95,42,53,41,60,40,104,334,,
E09000021,Kingston upon Thames,E01002966,1461,641,153,103,19,3,86,49,50,41,52,25,77,162,,
E09000021,Kingston upon Thames,E01002967,1534,843,108,65,14,7,97,52,39,18,46,26,126,93,,
E09000021,Kingston upon Thames,E01002968,2276,761,150,255,37,9,104,68,60,45,61,39,122,565,,
E09000021,Kingston upon Thames,E01002969,1287,363,195,83,16,3,31,19,98,91,120,45,107,116,,
E09000021,Kingston upon Thames,E01002970,1196,465,150,95,11,6,53,27,67,44,57,34,75,112,,
E09000021,Kingston upon Thames,E01002971,1334,594,155,96,21,6,85,44,39,21,49,16,79,129,,
E09000021,Kingston upon Thames,E01002972,1488,631,138,143,10,3,72,43,63,28,48,22,86,201,,
E09000021,Kingston upon Thames,E01002973,1026,341,142,79,19,6,55,27,64,39,56,40,66,92,,
E09000021,Kingston upon Thames,E01002974,1437,521,186,107,22,8,75,62,50,44,65,30,111,156,,
E09000021,Kingston upon Thames,E01002975,991,364,117,37,31,5,65,34,30,11,73,26,131,67,,
E09000021,Kingston upon Thames,E01002976,1185,527,170,18,12,8,79,47,29,15,52,16,154,58,,
E09000021,Kingston upon Thames,E01002977,1168,391,150,40,27,4,82,38,56,47,82,43,147,61,,
E09000021,Kingston upon Thames,E01002978,1337,559,170,41,43,6,74,43,46,21,62,21,185,66,,
E09000021,Kingston upon Thames,E01002979,1168,516,159,25,18,6,79,32,29,19,51,22,160,52,,
E09000021,Kingston upon Thames,E01002980,1049,352,142,36,38,9,77,47,31,28,48,26,141,74,,
E09000021,Kingston upon Thames,E01002981,1118,399,147,40,41,12,64,23,27,19,58,39,152,97,,
E09000021,Kingston upon Thames,E01002982,1007,325,144,38,34,4,78,39,21,22,49,22,167,64,,
E09000021,Kingston upon Thames,E01002983,1210,455,169,38,35,5,83,46,32,14,52,26,166,89,,
E09000021,Kingston upon Thames,E01002984,965,351,107,29,30,9,54,39,28,50,58,29,121,60,,
E09000021,Kingston upon Thames,E01002985,1183,468,167,48,31,7,49,39,44,20,71,38,104,97,,
E09000021,Kingston upon Thames,E01002986,922,346,101,29,33,3,55,37,37,32,59,26,102,62,,
E09000021,Kingston upon Thames,E01002987,1411,658,99,85,23,9,86,37,82,80,28,41,86,97,,
E09000021,Kingston upon Thames,E01002988,1652,509,84,283,25,3,74,35,34,13,39,16,60,477,,
E09000021,Kingston upon Thames,E01002989,1535,918,106,31,32,8,134,46,31,14,50,22,89,54,,
E09000021,Kingston upon Thames,E01002990,1437,816,101,49,20,10,108,39,50,21,28,16,88,91,,
E09000021,Kingston upon Thames,E01002991,1317,617,108,104,29,4,77,36,31,14,28,20,99,150,,
E09000021,Kingston upon Thames,E01002992,1548,374,88,328,12,1,56,16,24,14,29,12,61,533,,
E09000021,Kingston upon Thames,E01002993,1262,734,80,38,16,2,79,45,25,16,37,21,99,70,,
E09000021,Kingston upon Thames,E01002994,1079,509,104,38,18,1,73,48,34,26,43,23,129,33,,
E09000021,Kingston upon Thames,E01002995,1060,517,77,33,33,4,64,47,16,21,59,25,110,54,,
E09000021,Kingston upon Thames,E01002996,1106,542,127,60,24,5,76,32,23,24,29,19,93,52,,
E09000021,Kingston upon Thames,E01002997,1114,527,121,47,24,3,78,38,30,34,55,16,90,51,,
E09000021,Kingston upon Thames,E01002998,1113,462,155,53,21,4,56,32,37,31,62,24,106,70,,
E09000021,Kingston upon Thames,E01002999,1191,614,86,62,19,1,59,27,61,35,36,29,54,108,,
E09000021,Kingston upon Thames,E01003000,1153,443,185,54,18,2,55,33,43,36,54,26,127,77,,
E09000021,Kingston upon Thames,E01003001,1340,533,218,67,22,4,88,43,38,14,71,29,125,88,,
E09000021,Kingston upon Thames,E01003002,1320,584,164,52,19,4,87,31,58,36,69,28,122,66,,
E09000021,Kingston upon Thames,E01003003,1176,520,156,65,16,6,62,26,43,39,45,40,84,74,,
E09000021,Kingston upon Thames,E01003004,1137,482,176,46,19,13,71,29,41,14,39,26,127,54,,
E09000021,Kingston upon Thames,E01003005,1090,490,154,23,17,5,78,39,25,23,42,21,133,40,,
E09000021,Kingston upon Thames,E01003006,1032,439,123,21,20,7,73,52,30,25,57,12,114,59,,
E09000021,Kingston upon Thames,E01003007,1029,399,152,24,28,13,81,39,27,13,56,19,109,69,,
E09000021,Kingston upon Thames,E01003008,976,417,140,17,28,8,63,41,18,7,49,15,122,51,,
E09000021,Kingston upon Thames,E01003009,1333,564,174,39,23,11,92,53,40,30,82,34,127,64,,
E09000021,Kingston upon Thames,E01003010,1082,442,146,24,35,3,72,61,32,6,55,23,103,80,,
E09000021,Kingston upon Thames,E01003011,1276,550,137,62,26,6,94,50,44,22,55,21,139,70,,
E09000021,Kingston upon Thames,E01033569,1335,615,102,106,21,4,63,49,34,20,62,21,56,182,,
E09000021,Kingston upon Thames,E01034576,526,290,27,7,8,2,28,23,19,5,35,9,19,54,,
E09000021,Kingston upon Thames,E01034577,635,294,58,39,5,1,33,8,20,24,38,11,18,86,,
E09000022,Lambeth,E01003013,1478,859,57,49,30,2,71,25,28,15,20,24,55,243,,
E09000022,Lambeth,E01003014,1557,596,125,88,23,10,82,47,81,67,42,44,139,213,,
E09000022,Lambeth,E01003015,968,371,95,40,20,5,47,30,75,42,44,36,58,105,,
E09000022,Lambeth,E01003016,1251,346,60,103,22,3,49,23,43,29,19,37,59,458,,
E09000022,Lambeth,E01003017,1389,610,126,43,21,8,106,48,73,68,39,35,109,103,,
E09000022,Lambeth,E01003018,1793,1008,129,66,34,3,145,66,87,32,29,41,62,91,,
E09000022,Lambeth,E01003019,1796,1104,125,49,24,1,116,39,52,55,31,27,92,81,,
E09000022,Lambeth,E01003020,1444,764,120,59,17,4,98,29,83,50,36,47,63,74,,
E09000022,Lambeth,E01003021,1492,504,116,47,18,6,44,35,124,89,41,279,105,84,,
E09000022,Lambeth,E01003022,1428,749,124,50,17,7,102,36,66,56,37,29,62,93,,
E09000022,Lambeth,E01003023,1970,1079,159,72,26,7,137,62,96,39,64,54,70,105,,
E09000022,Lambeth,E01003024,1322,545,168,84,10,1,55,41,105,47,64,64,47,91,,
E09000022,Lambeth,E01003025,1562,684,157,70,22,7,98,66,113,58,58,54,70,105,,
E09000022,Lambeth,E01003026,1262,831,47,30,32,3,91,36,23,25,42,12,47,43,,
E09000022,Lambeth,E01003027,1040,563,63,13,43,3,72,61,30,6,50,22,52,62,,
E09000022,Lambeth,E01003028,1144,609,73,31,27,6,72,30,42,37,69,29,69,50,,
E09000022,Lambeth,E01003029,1503,898,79,40,36,4,100,32,60,45,38,44,68,59,,
E09000022,Lambeth,E01003030,1515,983,80,30,32,3,115,51,37,23,49,20,43,49,,
E09000022,Lambeth,E01003031,1391,798,111,46,19,6,72,24,87,38,34,28,52,76,,
E09000022,Lambeth,E01003032,1417,698,114,35,14,5,80,35,78,61,46,36,102,113,,
E09000022,Lambeth,E01003033,1175,629,76,32,38,11,79,52,40,23,52,21,58,64,,
E09000022,Lambeth,E01003034,1384,737,127,42,25,5,77,39,82,38,52,29,71,60,,
E09000022,Lambeth,E01003035,1390,881,76,36,22,2,88,40,62,47,23,20,45,48,,
E09000022,Lambeth,E01003036,1311,709,77,37,22,1,101,45,44,63,48,28,69,67,,
E09000022,Lambeth,E01003037,1100,522,92,46,16,7,50,20,87,69,39,29,62,61,,
E09000022,Lambeth,E01003038,1061,656,57,13,23,6,94,31,26,20,24,10,42,59,,
E09000022,Lambeth,E01003039,1935,1183,111,33,64,7,162,54,57,19,61,31,85,68,,
E09000022,Lambeth,E01003040,1044,586,78,29,25,5,63,34,43,35,37,17,59,33,,
E09000022,Lambeth,E01003041,1239,639,135,46,14,2,38,18,64,65,39,41,70,68,,
E09000022,Lambeth,E01003042,877,484,61,16,12,2,59,25,57,36,15,21,51,38,,
E09000022,Lambeth,E01003043,1345,698,124,35,22,3,95,55,73,32,24,36,69,79,,
E09000022,Lambeth,E01003044,961,331,129,52,7,4,38,31,102,72,35,39,50,71,,
E09000022,Lambeth,E01003045,1410,458,163,81,25,6,56,20,125,82,86,80,87,141,,
E09000022,Lambeth,E01003046,1233,398,185,76,14,8,47,32,127,63,51,52,70,110,,
E09000022,Lambeth,E01003047,1310,537,133,61,18,2,75,36,95,74,50,58,78,93,,
E09000022,Lambeth,E01003048,1232,363,163,97,8,9,53,26,145,72,69,64,63,100,,
E09000022,Lambeth,E01003049,1220,461,158,60,6,4,51,26,100,51,56,57,72,118,,
E09000022,Lambeth,E01003050,1417,732,109,56,20,5,116,33,74,56,27,39,58,92,,
E09000022,Lambeth,E01003051,1272,458,135,68,16,2,71,40,117,74,53,61,46,131,,
E09000022,Lambeth,E01003052,1334,415,162,84,13,5,59,41,145,71,57,91,53,138,,
E09000022,Lambeth,E01003053,1532,958,89,35,16,0,107,29,66,41,21,29,68,73,,
E09000022,Lambeth,E01003054,1682,1180,80,43,13,4,106,36,65,23,16,21,44,51,,
E09000022,Lambeth,E01003055,1330,667,98,35,19,3,87,42,76,95,37,30,89,52,,
E09000022,Lambeth,E01003056,1682,1040,110,46,29,3,80,19,79,63,40,42,49,82,,
E09000022,Lambeth,E01003057,1357,676,118,50,17,5,71,23,90,97,35,42,48,85,,
E09000022,Lambeth,E01003058,1705,1076,125,60,19,5,98,34,69,32,21,41,43,82,,
E09000022,Lambeth,E01003059,1245,480,156,67,10,1,59,22,91,67,54,50,78,110,,
E09000022,Lambeth,E01003060,1176,401,155,69,10,2,48,27,86,76,60,55,94,93,,
E09000022,Lambeth,E01003061,1031,438,156,54,17,0,54,22,73,35,27,46,45,64,,
E09000022,Lambeth,E01003062,1340,680,111,37,25,4,111,57,75,39,38,31,79,53,,
E09000022,Lambeth,E01003063,1061,414,120,37,8,4,44,31,91,70,50,32,88,72,,
E09000022,Lambeth,E01003064,1190,610,110,30,24,4,110,49,56,24,51,22,45,55,,
E09000022,Lambeth,E01003065,1034,349,127,44,21,8,45,27,94,73,61,39,76,70,,
E09000022,Lambeth,E01003066,1254,514,138,56,9,4,65,38,75,51,47,65,94,98,,
E09000022,Lambeth,E01003067,1117,488,110,40,24,6,92,45,48,27,50,36,87,64,,
E09000022,Lambeth,E01003068,1088,444,128,34,16,4,62,44,80,44,62,43,73,54,,
E09000022,Lambeth,E01003069,947,344,122,28,13,5,56,34,77,53,44,31,74,66,,
E09000022,Lambeth,E01003070,1103,397,107,59,10,4,59,25,121,68,57,56,65,75,,
E09000022,Lambeth,E01003071,1912,1043,167,53,28,3,170,80,80,55,42,31,74,86,,
E09000022,Lambeth,E01003072,1336,562,144,22,46,9,131,57,53,34,64,28,115,71,,
E09000022,Lambeth,E01003073,1503,646,152,53,26,5,98,42,98,74,57,45,101,106,,
E09000022,Lambeth,E01003074,1897,874,187,59,48,11,176,73,113,85,51,59,82,79,,
E09000022,Lambeth,E01003075,1180,391,141,72,6,6,44,26,105,64,64,64,93,104,,
E09000022,Lambeth,E01003076,1581,733,169,108,23,7,109,58,84,39,38,46,47,120,,
E09000022,Lambeth,E01003077,1466,700,138,96,21,4,95,38,71,36,36,37,58,136,,
E09000022,Lambeth,E01003078,1005,485,99,25,29,4,80,36,32,17,34,20,89,55,,
E09000022,Lambeth,E01003079,1262,497,144,57,14,8,91,34,84,58,56,55,66,98,,
E09000022,Lambeth,E01003080,1247,586,113,38,18,2,110,46,86,31,52,33,79,53,,
E09000022,Lambeth,E01003081,1363,543,151,60,26,10,91,51,101,54,61,60,55,100,,
E09000022,Lambeth,E01003082,1032,396,101,41,11,1,73,35,90,51,53,29,91,60,,
E09000022,Lambeth,E01003083,1127,487,110,32,17,9,72,42,68,67,33,33,92,65,,
E09000022,Lambeth,E01003084,1231,548,161,25,28,6,99,58,82,20,43,36,67,58,,
E09000022,Lambeth,E01003085,1550,569,174,52,31,10,86,62,75,120,82,43,137,109,,
E09000022,Lambeth,E01003086,1108,401,135,42,13,5,36,19,115,73,59,50,65,95,,
E09000022,Lambeth,E01003087,778,254,111,35,13,4,32,9,88,44,47,32,50,59,,
E09000022,Lambeth,E01003088,1473,746,155,62,21,3,61,36,102,47,38,45,55,102,,
E09000022,Lambeth,E01003089,1439,532,190,94,10,10,44,34,101,43,88,51,69,173,,
E09000022,Lambeth,E01003090,1765,1085,85,63,22,5,105,46,69,54,42,33,55,101,,
E09000022,Lambeth,E01003091,1280,582,113,59,24,2,81,31,80,39,62,35,62,110,,
E09000022,Lambeth,E01003092,1326,540,121,50,6,5,69,31,108,79,57,48,91,121,,
E09000022,Lambeth,E01003093,1673,673,192,93,19,8,52,30,142,66,93,80,86,139,,
E09000022,Lambeth,E01003094,1553,836,123,45,21,4,89,34,76,73,29,37,96,90,,
E09000022,Lambeth,E01003095,1487,791,98,42,53,7,103,48,65,33,52,42,66,87,,
E09000022,Lambeth,E01003096,1875,1168,113,57,31,8,103,49,85,41,23,26,73,98,,
E09000022,Lambeth,E01003097,1319,527,124,68,17,0,64,20,80,85,38,41,122,133,,
E09000022,Lambeth,E01003098,1219,551,108,47,30,5,69,36,69,48,47,30,83,96,,
E09000022,Lambeth,E01003099,1271,587,139,65,17,0,87,47,60,36,39,39,50,105,,
E09000022,Lambeth,E01003100,1770,1148,104,57,16,4,112,59,48,35,26,29,36,96,,
